lakeid,year4,daynum,sampledate,sta,secnview,timeon,timeoff,airtemp,windir,windspd,waveht,cloud,ice
TR,1985,177,1985-06-26,2,,,,,,,,,
TR,1985,189,1985-07-08,2,4.9,1340,1548,21,NNW,15,25,15,
TR,1985,189,1985-07-08,2,,,,,,,,,
TR,1985,206,1985-07-25,2,5.4,1017,1226,22,SSW,23,3,45,
TR,1985,206,1985-07-25,2,,,,,,,,,
TR,1985,218,1985-08-06,2,4.9,1325,1610,27,W,6,20,30,
TR,1985,218,1985-08-06,2,,,,,,,,,
TR,1985,232,1985-08-20,2,4,920,1214,14.5,,0,2,99,
TR,1985,232,1985-08-20,2,,,,,,,,,
TR,1985,255,1985-09-12,2,5.3,1914,1157,13.5,ENE,4,7,0,
TR,1985,255,1985-09-12,2,,,,,,,,,
TR,1985,275,1985-10-02,2,4.1,833,1050,4.5,S,4,19,2,
TR,1985,275,1985-10-02,2,,,,,,,,,
TR,1985,294,1985-10-21,2,4,948,1225,8.5,SE,3,12,5,
TR,1985,294,1985-10-21,2,,,,,,,,,
TR,1985,319,1985-11-15,2,3.5,820,1055,-3,E,7,20,60,
TR,1985,319,1985-11-15,2,,,,,,,,,
TR,1986,9,1986-01-09,2,4.3,1010,1220,0,W,25,,3,1
TR,1986,9,1986-01-09,2,,,,,,,,,1
TR,1986,63,1986-03-04,2,,945,1215,-0.5,,0,,96,1
TR,1986,63,1986-03-04,2,,,,,,,,,1
TR,1986,93,1986-04-03,2,,945,1135,5,S,8,,99,1
TR,1986,93,1986-04-03,2,,,,,,,,,1
TR,1986,112,1986-04-22,2,4.8,949,1238,6,,0,0,15,
TR,1986,112,1986-04-22,2,,,,,,,,,
TR,1986,127,1986-05-07,2,4,1130,1315,12,S,1,0,25,
TR,1986,127,1986-05-07,2,,,,,,,,,
TR,1986,141,1986-05-21,2,5,920,1120,14,NNE,8,13,5,
TR,1986,141,1986-05-21,2,,,,,,,,,
TR,1986,155,1986-06-04,2,4.9,915,1120,,NNE,12,30,85,
TR,1986,155,1986-06-04,2,,,,,,,,,
TR,1986,168,1986-06-17,2,5.1,1340,1635,18.5,NW,10,10,0,
TR,1986,168,1986-06-17,2,,,,,,,,,
TR,1986,181,1986-06-30,2,4.7,1315,1527,20,SE,10,10,50,
TR,1986,181,1986-06-30,2,,,,,,,,,
TR,1986,196,1986-07-15,2,4,1310,,20,E,10,10,99,
TR,1986,196,1986-07-15,2,,,,,,,,,
TR,1986,209,1986-07-28,2,4.8,945,,25.5,NNE,10,10,10,
TR,1986,209,1986-07-28,2,,,,,,,,,
TR,1986,224,1986-08-12,2,3.8,1353,1645,22.5,SW,13,15,40,
TR,1986,224,1986-08-12,2,,,,,,,,,
TR,1986,241,1986-08-29,2,3.4,900,1045,14.8,W,8,10,5,
TR,1986,241,1986-08-29,2,,,,,,,,,
TR,1986,252,1986-09-09,2,3,1330,1530,14.8,S,14,15,99,
TR,1986,252,1986-09-09,2,,,,,,,,,
TR,1986,267,1986-09-24,2,4,956,1140,20,,0,0,0,
TR,1986,267,1986-09-24,2,,,,,,,,,
TR,1986,279,1986-10-06,2,3.7,1613,1735,8.1,W,18,40,50,
TR,1986,279,1986-10-06,2,,,,,,,,,
TR,1986,293,1986-10-20,2,4.4,920,1130,15,S,12,10,0,
TR,1986,293,1986-10-20,2,,,,,,,,,
TR,1986,308,1986-11-04,2,2.7,1440,1625,1.5,SW,14,30,0,
TR,1986,308,1986-11-04,2,,,,,,,,,
TR,1986,322,1986-11-18,2,3.5,900,1045,-3,NE,13,15,50,
TR,1986,322,1986-11-18,2,,,,,,,,,
TR,1987,13,1987-01-13,2,5.1,917,1100,0,SE,5,,90,1
TR,1987,13,1987-01-13,2,,,,,,,,,1
TR,1987,57,1987-02-26,2,4.3,858,1120,0,SE,10,,5,1
TR,1987,57,1987-02-26,3,,1130,1215,,,,,,1
TR,1987,57,1987-02-26,2,,,,,,,,,1
TR,1987,57,1987-02-26,3,,1130,1215,,,,,,1
TR,1987,85,1987-03-26,2,5.1,921,1120,2.8,W,5,,99,1
TR,1987,85,1987-03-26,2,,,,,,,,,1
TR,1987,112,1987-04-22,2,3.3,924,1145,6,W,10,6,99,
TR,1987,112,1987-04-22,2,,,,,,,,,
TR,1987,124,1987-05-04,2,4.1,839,959,9,S,5,6,0,
TR,1987,124,1987-05-04,2,,,,,,,,,
TR,1987,139,1987-05-19,2,3.2,935,,,SW,8,10,99,
TR,1987,139,1987-05-19,2,,,,,,,,,
TR,1987,152,1987-06-01,2,5,932,1123,,S,11,8,3,
TR,1987,152,1987-06-01,2,,,,,,,,,
TR,1987,163,1987-06-12,2,4.6,917,1140,,WNW,5,6,2,
TR,1987,163,1987-06-12,2,,,,,,,,,
TR,1987,181,1987-06-30,2,5.4,859,1030,,NW,3,4,2,
TR,1987,181,1987-06-30,2,,,,,,,,,
TR,1987,196,1987-07-15,2,4.5,953,1200,,S,7,3,99,
TR,1987,196,1987-07-15,2,,,,,,,,,
TR,1987,208,1987-07-27,2,6.5,1359,1522,,N,3,4,1,
TR,1987,208,1987-07-27,2,,,,,,,,,
TR,1987,222,1987-08-10,2,4.7,855,1137,,NE,13,11,70,
TR,1987,222,1987-08-10,3,,1200,1233,,,,,,
TR,1987,222,1987-08-10,2,,,,,,,,,
TR,1987,237,1987-08-25,2,4.9,942,1134,,,0,5,99,
TR,1987,237,1987-08-25,2,,,,,,,,,
TR,1987,252,1987-09-09,2,5.2,901,1100,,SW,4,5,3,
TR,1987,252,1987-09-09,2,,,,,,,,,
TR,1987,265,1987-09-22,2,4.7,854,1047,,NE,10,8,40,
TR,1987,265,1987-09-22,2,,,,,,,,,
TR,1987,281,1987-10-08,2,3.2,916,1120,,N,8,8,99,
TR,1987,281,1987-10-08,2,,,,,,,,,
TR,1987,292,1987-10-19,2,3.5,1015,1200,,WSW,8,8,60,
TR,1987,292,1987-10-19,2,,,,,,,,,
TR,1987,307,1987-11-03,2,3,1327,1540,,S,9,6,99,
TR,1987,307,1987-11-03,2,,,,,,,,,
TR,1987,321,1987-11-17,2,2.7,925,1120,,NW,10,15,99,
TR,1987,321,1987-11-17,2,,,,,,,,,
TR,1988,18,1988-01-18,2,4.4,940,1203,-4,S,2,,98,1
TR,1988,18,1988-01-18,2,,,,,,,,,1
TR,1988,63,1988-03-03,2,3.6,1025,1235,-4,NE,3,,0,1
TR,1988,63,1988-03-03,3,,1248,1315,,,,,,1
TR,1988,63,1988-03-03,2,,,,,,,,,1
TR,1988,63,1988-03-03,3,,1248,1315,,,,,,1
TR,1988,98,1988-04-07,2,4.6,940,1130,8,NE,2,,5,1
TR,1988,98,1988-04-07,2,,,,,,,,,1
TR,1988,119,1988-04-28,2,4,915,1210,12,N,5,8,10,
TR,1988,119,1988-04-28,2,,,,,,,,,
TR,1988,131,1988-05-10,2,4,1331,1605,,N,18,25,10,
TR,1988,131,1988-05-10,2,,,,,,,,,
TR,1988,144,1988-05-23,2,4.8,1312,1544,21,N,10,15,5,
TR,1988,144,1988-05-23,2,,,,,,,,,
TR,1988,159,1988-06-07,2,7,901,1115,32,NW,8,5,0,
TR,1988,159,1988-06-07,2,,,,,,,,,
TR,1988,173,1988-06-21,2,4.7,1404,1623,23,SW,10,10,98,
TR,1988,173,1988-06-21,2,,,,,,,,,
TR,1988,188,1988-07-06,2,5.3,922,1120,30,S,13,15,0,
TR,1988,188,1988-07-06,2,,,,,,,,,
TR,1988,201,1988-07-19,2,5.3,1332,1635,24,NW,11,13,60,
TR,1988,201,1988-07-19,2,,,,,,,,,
TR,1988,214,1988-08-01,2,4.5,1229,1422,28,SE,6,6,35,
TR,1988,214,1988-08-01,2,,,,,,,,,
TR,1988,228,1988-08-15,2,4,1423,1709,29,W,3,5,0,
TR,1988,228,1988-08-15,2,,,,,,,,,
TR,1988,242,1988-08-29,2,3.7,1320,1506,16,NW,12,20,80,
TR,1988,242,1988-08-29,2,,,,,,,,,
TR,1988,258,1988-09-14,2,4,1237,1520,18,N,8,15,5,
TR,1988,258,1988-09-14,2,,,,,,,,,
TR,1988,270,1988-09-26,2,3.9,939,1227,15,S,20,35,70,
TR,1988,270,1988-09-26,2,,,,,,,,,
TR,1988,286,1988-10-12,2,3.6,904,1210,5,N,13,25,60,
TR,1988,286,1988-10-12,2,,,,,,,,,
TR,1988,300,1988-10-26,2,3,907,1110,0,W,15,30,99,
TR,1988,300,1988-10-26,2,,,,,,,,,
TR,1988,312,1988-11-07,2,2.9,915,1149,1,NW,6,6,99,
TR,1988,312,1988-11-07,2,,,,,,,,,
TR,1989,16,1989-01-16,2,4.2,1015,1210,-5,SE,8,,90,1
TR,1989,16,1989-01-16,2,,,,,,,,,1
TR,1989,52,1989-02-21,2,4.2,930,1140,-10,W,10,,0,1
TR,1989,52,1989-02-21,2,,,,,,,,,1
TR,1989,87,1989-03-28,2,8.3,1200,1340,4,NW,11,,100,1
TR,1989,87,1989-03-28,2,,,,,,,,,1
TR,1989,123,1989-05-03,2,4.4,1230,1440,13,W,3,2,15,
TR,1989,123,1989-05-03,2,,,,,,,,,
TR,1989,135,1989-05-15,2,4.1,1247,1515,18,NE,6,7,75,
TR,1989,135,1989-05-15,2,,,,,,,,,
TR,1989,151,1989-05-31,2,3.6,853,1150,11.5,N,15,15,100,
TR,1989,151,1989-05-31,2,,,,,,,,,
TR,1989,163,1989-06-12,2,4.1,900,1115,13,W,13,18,100,
TR,1989,163,1989-06-12,2,,,,,,,,,
TR,1989,179,1989-06-28,2,5.2,853,1150,14,NE,8,18,100,
TR,1989,179,1989-06-28,2,,,,,,,,,
TR,1989,192,1989-07-11,2,4.2,832,1029,22.5,SE,3,10,90,
TR,1989,192,1989-07-11,2,,,,,,,,,
TR,1989,207,1989-07-26,2,4.8,854,1146,26,SW,10,18,50,
TR,1989,207,1989-07-26,2,,,,,,,,,
TR,1989,219,1989-08-07,2,4.7,837,1023,17,NW,15,25,40,
TR,1989,219,1989-08-07,2,,,,,,,,,
TR,1989,235,1989-08-23,2,4.2,850,1130,19,ENE,3,7,99,
TR,1989,235,1989-08-23,2,,,,,,,,,
TR,1989,248,1989-09-05,2,5,847,1030,19.5,SW,3,10,0,
TR,1989,248,1989-09-05,2,,,,,,,,,
TR,1989,261,1989-09-18,2,5.1,1242,1500,21,S,23,45,10,
TR,1989,261,1989-09-18,2,,,,,,,,,
TR,1989,277,1989-10-04,2,4.3,840,1030,10,W,8,20,0,
TR,1989,277,1989-10-04,2,,,,,,,,,
TR,1989,290,1989-10-17,2,4.2,1239,1410,6,N,15,30,88,
TR,1989,290,1989-10-17,2,,,,,,,,,
TR,1989,306,1989-11-02,2,3.3,847,1050,0,W,8,10,85,
TR,1989,306,1989-11-02,2,,,,,,,,,
TR,1989,317,1989-11-13,2,3.2,837,1053,4,E,3,4,85,
TR,1989,317,1989-11-13,2,,,,,,,,,
TR,1990,16,1990-01-16,2,4.5,1015,1300,,S,8,,0,1
TR,1990,16,1990-01-16,2,,,,,,,,,1
TR,1990,52,1990-02-21,2,2.9,955,1205,-1,SW,20,,95,1
TR,1990,52,1990-02-21,2,,,,,,,,,1
TR,1990,89,1990-03-30,2,5.2,935,1100,8,SW,5,,5,1
TR,1990,89,1990-03-30,2,,,,,,,,,1
TR,1990,122,1990-05-02,2,4.2,925,1133,8,W,10,14,50,
TR,1990,122,1990-05-02,2,,,,,,,,,
TR,1990,134,1990-05-14,2,3.4,854,1050,10,SE,6,9,100,
TR,1990,134,1990-05-14,2,,,,,,,,,
TR,1990,149,1990-05-29,2,5.5,851,1140,14,NNE,15,18,0,
TR,1990,149,1990-05-29,2,,,,,,,,,
TR,1990,162,1990-06-11,2,4.8,1155,1350,19.5,SE,23,25,95,
TR,1990,162,1990-06-11,2,,,,,,,,,
TR,1990,176,1990-06-25,2,6.1,1204,1505,24,W,13,8,20,
TR,1990,176,1990-06-25,2,,,,,,,,,
TR,1990,191,1990-07-10,2,5.5,844,1042,24,NE,8,7,40,
TR,1990,204,1990-07-23,2,6,850,1110,25,SW,3,2,50,
TR,1990,204,1990-07-23,2,,,,,,,,,
TR,1990,219,1990-08-07,2,4,1144,1350,27,NW,8,3,65,
TR,1990,219,1990-08-07,2,,,,,,,,,
TR,1990,232,1990-08-20,2,4.7,842,1058,21,SE,13,4,70,
TR,1990,232,1990-08-20,2,,,,,,,,,
TR,1990,248,1990-09-05,2,4.3,836,1045,23,SW,8,7,65,
TR,1990,248,1990-09-05,2,,,,,,,,,
TR,1990,261,1990-09-18,2,3.8,847,1055,16,S,18,13,85,
TR,1990,261,1990-09-18,2,,,,,,,,,
TR,1990,275,1990-10-02,2,3.7,1152,1412,18,S,18,25,50,
TR,1990,275,1990-10-02,2,,,,,,,,,
TR,1990,288,1990-10-15,2,3.8,855,1138,10.5,W,23,40,50,
TR,1990,288,1990-10-15,2,,,,,,,,,
TR,1990,303,1990-10-30,2,3.3,833,1055,11,W,3,1,35,
TR,1990,303,1990-10-30,2,,,,,,,,,
TR,1990,317,1990-11-13,2,2.9,902,1125,3,SE,8,3,50,
TR,1990,317,1990-11-13,2,,,,,,,,,
TR,1991,15,1991-01-15,2,4.5,945,1140,-4,W,4,,100,1
TR,1991,15,1991-01-15,2,,,,,,,,,1
TR,1991,51,1991-02-20,2,3.1,1315,1512,0.5,S,8,,25,1
TR,1991,51,1991-02-20,2,,,,,,,,,1
TR,1991,91,1991-04-01,2,4.5,955,1208,2,NW,8,,0,1
TR,1991,91,1991-04-01,2,,,,,,,,,1
TR,1991,128,1991-05-08,2,2.9,919,1243,16,S,5,6,80,
TR,1991,128,1991-05-08,2,,,,,,,,,
TR,1991,140,1991-05-20,2,3.7,842,1153,21,S,3,7,5,
TR,1991,140,1991-05-20,2,,,,,,,,,
TR,1991,155,1991-06-04,2,5.2,924,1215,21,SE,11,8,5,
TR,1991,155,1991-06-04,2,,,,,,,,,
TR,1991,170,1991-06-19,2,5.2,1254,1435,28,W,8,5,20,
TR,1991,170,1991-06-19,2,,,,,,,,,
TR,1991,184,1991-07-03,2,4.2,853,1102,20,SW,8,10,100,
TR,1991,184,1991-07-03,2,,,,,,,,,
TR,1991,198,1991-07-17,2,5.5,833,1031,25,SW,15,13,10,
TR,1991,198,1991-07-17,2,,,,,,,,,
TR,1991,212,1991-07-31,2,4.5,841,1044,23,NW,15,12,40,
TR,1991,212,1991-07-31,2,,,,,,,,,
TR,1991,225,1991-08-13,2,5.2,1224,1452,29,NW,7,5,0,
TR,1991,225,1991-08-13,2,,,,,,,,,
TR,1991,240,1991-08-28,2,5.4,822,1039,27,S,6,4,0,
TR,1991,240,1991-08-28,2,,,,,,,,,
TR,1991,254,1991-09-11,2,4.6,900,1125,16,SE,7,5,100,
TR,1991,254,1991-09-11,2,,,,,,,,,
TR,1991,270,1991-09-27,2,3.8,932,1154,8,NW,15,15,25,
TR,1991,270,1991-09-27,2,,,,,,,,,
TR,1991,282,1991-10-09,2,3.8,839,1042,12,W,13,23,0,
TR,1991,282,1991-10-09,2,,,,,,,,,
TR,1991,315,1991-11-11,2,3.6,937,1135,0,S,3,2,100,
TR,1991,315,1991-11-11,2,,,,,,,,,
TR,1992,14,1992-01-14,2,3.6,1030,1200,-8.5,NW,1,,100,1
TR,1992,14,1992-01-14,2,,,,,,,,,1
TR,1992,64,1992-03-04,2,5.5,1040,1301,6,,0,,100,1
TR,1992,64,1992-03-04,2,,,,,,,,,1
TR,1992,85,1992-03-25,2,5.3,1320,1530,4,SW,20,,30,1
TR,1992,85,1992-03-25,2,,,,,,,,,1
TR,1992,132,1992-05-11,2,3.4,842,,18,S,18,13,50,
TR,1992,132,1992-05-11,2,,,,,,,,,
TR,1992,140,1992-05-19,2,3.4,946,1226,19,SE,4,25,0,
TR,1992,155,1992-06-03,2,6.8,1000,1330,21.4,SW,8,15,5,
TR,1992,155,1992-06-03,2,,,,,,,,,
TR,1992,168,1992-06-16,2,5.4,1015,1215,18,SW,13,25,100,
TR,1992,188,1992-07-06,2,5.1,835,1130,21,,0,0,0,
TR,1992,188,1992-07-06,2,,,,,,,,,
TR,1992,198,1992-07-16,2,5.2,955,1214,23,SW,4,8,10,
TR,1992,209,1992-07-27,2,4.9,840,1100,,N,11,45,15,
TR,1992,209,1992-07-27,2,,,,,,,,,
TR,1992,226,1992-08-13,2,4.4,915,1135,17,NE,8,10,3,
TR,1992,226,1992-08-13,2,,,,,,,,,
TR,1992,237,1992-08-24,2,3,1515,1845,23,W,23,30,90,
TR,1992,237,1992-08-24,2,,,,,,,,,
TR,1992,253,1992-09-09,2,3.1,925,1210,14,S,20,21,100,
TR,1992,253,1992-09-09,2,,,,,,,,,
TR,1992,265,1992-09-21,2,3,1300,1615,17.2,W,5,15,100,
TR,1992,265,1992-09-21,2,,,,,,,,,
TR,1992,280,1992-10-06,2,3.6,926,1128,15.5,W,5,15,90,
TR,1992,280,1992-10-06,2,,,,,,,,,
TR,1992,293,1992-10-19,2,3.4,1454,1747,4,S,18,18,100,
TR,1992,293,1992-10-19,2,,,,,,,,,
TR,1992,315,1992-11-10,2,2.8,908,1215,9.5,SW,10,30,100,
TR,1992,315,1992-11-10,2,,,,,,,,,
TR,1993,12,1993-01-12,2,4.3,1100,1315,-4.5,NE,13,,100,1
TR,1993,12,1993-01-12,2,,,,,,,,,1
TR,1993,60,1993-03-01,2,3.8,1045,1415,9.5,SE,5,,5,1
TR,1993,60,1993-03-01,2,,,,,,,,,1
TR,1993,81,1993-03-22,2,3.4,1000,1235,8,N,2,,90,1
TR,1993,81,1993-03-22,2,,,,,,,,,1
TR,1993,130,1993-05-10,2,3.8,915,1115,18,NE,2,3,50,
TR,1993,130,1993-05-10,2,,,,,,,,,
TR,1993,137,1993-05-17,2,2.5,1418,1615,14.5,W,12,25,95,
TR,1993,137,1993-05-17,2,,,,,,,,,
TR,1993,152,1993-06-01,2,3.1,918,1130,13,NW,20,30,2,
TR,1993,152,1993-06-01,2,,,,,,,,,
TR,1993,168,1993-06-17,2,4.3,910,1230,17.8,SE,1,1,100,
TR,1993,168,1993-06-17,2,,,,,,,,,
TR,1993,180,1993-06-29,2,4.2,916,1250,16.8,W,3,5,100,
TR,1993,180,1993-06-29,2,,,,,,,,,
TR,1993,194,1993-07-13,2,4.6,845,1120,20.4,SE,13,11,100,
TR,1993,194,1993-07-13,2,,,,,,,,,
TR,1993,208,1993-07-27,2,3.8,1427,1727,28.5,S,3,3,85,
TR,1993,208,1993-07-27,2,,,,,,,,,
TR,1993,222,1993-08-10,2,4.4,852,1150,28.5,SW,3,1,0,
TR,1993,222,1993-08-10,2,,,,,,,,,
TR,1993,237,1993-08-25,2,4.5,845,1250,26,SW,5,8,0,
TR,1993,237,1993-08-25,2,,,,,,,,,
TR,1993,250,1993-09-07,2,4.4,918,1210,16,W,10,15,5,
TR,1993,263,1993-09-20,2,3.2,950,1405,12.9,E,15,10,100,
TR,1993,263,1993-09-20,2,,,,,,,,,
TR,1993,278,1993-10-05,2,3.2,853,1127,8,SW,15,50,0,
TR,1993,278,1993-10-05,2,,,,,,,,,
TR,1993,291,1993-10-18,2,3.3,1457,1747,9,W,1,0,100,
TR,1993,291,1993-10-18,2,,,,,,,,,
TR,1993,312,1993-11-08,2,2.8,1258,1455,1,SW,5,10,100,
TR,1993,312,1993-11-08,2,,,,,,,,,
TR,1994,27,1994-01-27,2,5.9,1115,1300,-6,N,5,,100,1
TR,1994,27,1994-01-27,2,,,,,,,,,1
TR,1994,54,1994-02-23,2,4.9,1410,1610,-8,N,15,,100,1
TR,1994,54,1994-02-23,2,,,,,,,,,1
TR,1994,94,1994-04-04,2,2.9,1045,1245,6,NW,3,,100,1
TR,1994,94,1994-04-04,2,,,,,,,,,1
TR,1994,124,1994-05-04,2,3.6,1116,1324,,W,18,25,100,
TR,1994,124,1994-05-04,2,,,,,,,,,
TR,1994,138,1994-05-18,2,4.1,924,1040,17,,0,0,5,
TR,1994,138,1994-05-18,2,,,,,,,,,
TR,1994,154,1994-06-03,2,4.3,937,1255,,S,6,9,50,
TR,1994,154,1994-06-03,2,,,,,,,,,
TR,1994,165,1994-06-14,2,3.1,1335,1600,,S,28,13,15,
TR,1994,165,1994-06-14,2,,,,,,,,,
TR,1994,179,1994-06-28,2,3.1,908,1213,18,W,18,13,70,
TR,1994,179,1994-06-28,2,,,,,,,,,
TR,1994,194,1994-07-13,2,3.5,914,1100,18,E,8,8,70,
TR,1994,194,1994-07-13,2,,,,,,,,,
TR,1994,207,1994-07-26,2,3.2,918,1200,17,NW,8,8,100,
TR,1994,207,1994-07-26,2,,,,,,,,,
TR,1994,220,1994-08-08,2,3,912,1057,15,N,23,15,100,
TR,1994,220,1994-08-08,2,,,,,,,,,
TR,1994,235,1994-08-23,2,3.2,1145,1450,24,SE,13,15,100,
TR,1994,235,1994-08-23,2,,,,,,,,,
TR,1994,250,1994-09-07,2,5.4,935,1201,19,W,18,30,0,
TR,1994,250,1994-09-07,2,,,,,,,,,
TR,1994,262,1994-09-19,2,3.3,1440,1700,24,SW,2,5,5,
TR,1994,262,1994-09-19,2,,,,,,,,,
TR,1994,277,1994-10-04,2,2.6,915,1130,8,NE,8,7,100,
TR,1994,277,1994-10-04,2,,,,,,,,,
TR,1994,292,1994-10-19,2,2.7,900,1140,12,W,18,30,100,
TR,1994,292,1994-10-19,2,,,,,,,,,
TR,1994,304,1994-10-31,2,2.9,850,1035,4,NW,8,10,70,
TR,1994,304,1994-10-31,2,,,,,,,,,
TR,1994,319,1994-11-15,2,2.8,915,1135,4,W,5,10,5,
TR,1994,319,1994-11-15,2,,,,,,,,,
TR,1995,10,1995-01-10,2,3.4,1000,1320,-8,S,15,,100,1
TR,1995,10,1995-01-10,2,,,,,,,,,1
TR,1995,47,1995-02-16,2,3.8,1125,1410,-6,W,5,,85,1
TR,1995,47,1995-02-16,2,,,,,,,,,1
TR,1995,80,1995-03-21,2,6.9,1200,1435,3,NW,15,,100,1
TR,1995,80,1995-03-21,2,,,,,,,,,1
TR,1995,124,1995-05-04,2,6.2,914,1223,15,,0,0,90,
TR,1995,124,1995-05-04,1,,,,,,,,,
TR,1995,138,1995-05-18,2,4.5,855,1159,22,SW,8,10,0,
TR,1995,138,1995-05-18,2,,,,,,,,,
TR,1995,152,1995-06-01,2,3.8,834,1150,22,,0,0,90,
TR,1995,152,1995-06-01,2,,,,,,,,,
TR,1995,165,1995-06-14,2,4.4,1241,1459,30,S,9,12,35,
TR,1995,165,1995-06-14,2,,,,,,,,,
TR,1995,180,1995-06-29,2,4.7,806,1105,23,NW,5,5,95,
TR,1995,180,1995-06-29,2,,,,,,,,,
TR,1995,193,1995-07-12,2,4.9,1202,1403,25,S,7,15,90,
TR,1995,193,1995-07-12,2,,,,,,,,,
TR,1995,207,1995-07-26,2,4.5,1255,1547,28,,0,0,95,
TR,1995,207,1995-07-26,2,,,,,,,,,
TR,1995,221,1995-08-09,2,4.3,853,1042,25,S,12,32,100,
TR,1995,221,1995-08-09,2,,,,,,,,,
TR,1995,236,1995-08-24,2,3.9,847,1143,18,E,10,18,98,
TR,1995,236,1995-08-24,2,,,,,,,,,
TR,1995,251,1995-09-08,2,4.5,826,1025,15,S,1,3,20,
TR,1995,251,1995-09-08,2,,,,,,,,,
TR,1995,264,1995-09-21,2,4.8,945,1230,,,,,100,
TR,1995,264,1995-09-21,2,,,,,,,,,
TR,1995,277,1995-10-04,2,5,923,1107,15,S,5,8,40,
TR,1995,277,1995-10-04,2,,,,,,,,,
TR,1995,291,1995-10-18,2,4,1248,1542,14,NE,10,8,75,
TR,1995,291,1995-10-18,2,,,,,,,,,
TR,1995,306,1995-11-02,2,3.4,943,1149,3,SW,15,20,100,
TR,1995,306,1995-11-02,2,,,,,,,,,
TR,1995,319,1995-11-15,2,3.7,939,1244,10,SW,8,13,85,
TR,1995,319,1995-11-15,2,,,,,,,,,
TR,1996,26,1996-01-26,2,3.4,1200,1415,-9,NW,18,,100,1
TR,1996,26,1996-01-26,2,,,,,,,,,1
TR,1996,53,1996-02-22,2,4.5,1025,1245,3,E,3,,99,1
TR,1996,53,1996-02-22,2,,,,,,,,,1
TR,1996,93,1996-04-02,2,4.9,1015,1215,1,N,8,,100,1
TR,1996,93,1996-04-02,2,,,,,,,,,1
TR,1996,141,1996-05-20,2,4.6,954,1226,15,W,1,2,40,
TR,1996,141,1996-05-20,2,,,,,,,,,
TR,1996,152,1996-05-31,2,3.2,955,1300,23,S,12,20,1,
TR,1996,152,1996-05-31,2,,,,,,,,,
TR,1996,163,1996-06-11,2,4.1,1600,1900,24,W,2,4,45,
TR,1996,163,1996-06-11,2,,,,,,,,,
TR,1996,176,1996-06-24,2,4.4,904,1200,15,NNE,15,40,99,
TR,1996,176,1996-06-24,2,,,,,,,,,
TR,1996,191,1996-07-09,2,4.3,850,1216,19,N,15,32,80,
TR,1996,191,1996-07-09,2,,,,,,,,,
TR,1996,206,1996-07-24,2,4.5,910,1145,20.5,W,14,30,70,
TR,1996,206,1996-07-24,2,,,,,,,,,
TR,1996,218,1996-08-05,2,4.6,945,1400,25,S,18,50,100,
TR,1996,218,1996-08-05,2,,,,,,,,,
TR,1996,232,1996-08-19,2,4.1,1045,1330,25,S,13,15,90,
TR,1996,232,1996-08-19,2,,,,,,,,,
TR,1996,250,1996-09-06,2,5.3,850,1200,23,S,7,10,0,
TR,1996,250,1996-09-06,2,,,,,,,,,
TR,1996,260,1996-09-16,2,4,822,1045,14,N,9,6,100,
TR,1996,260,1996-09-16,2,,,,,,,,,
TR,1996,274,1996-09-30,2,4.7,850,1200,12.5,NW,10,9,95,
TR,1996,274,1996-09-30,2,,,,,,,,,
TR,1996,289,1996-10-15,2,3.6,930,1220,11,SW,18,23,100,
TR,1996,289,1996-10-15,2,,,,,,,,,
TR,1996,312,1996-11-07,2,3.4,910,1140,4,SW,18,21,95,
TR,1996,312,1996-11-07,2,,,,,,,,,
TR,1997,24,1997-01-24,2,3.5,1015,1200,-5,N,3,,100,1
TR,1997,52,1997-02-21,2,4,1025,1250,-5,NNW,20,,100,1
TR,1997,99,1997-04-09,2,6,925,1111,-6,,0,,30,1
TR,1997,133,1997-05-13,2,3.5,940,,10,,0,0,40,
TR,1997,143,1997-05-23,2,3.6,957,1200,16.5,S,18,40,80,
TR,1997,156,1997-06-05,2,5.1,930,1230,16.5,S,8,6,100,
TR,1997,168,1997-06-17,2,5,1410,1640,19,S,13,25,100,
TR,1997,183,1997-07-02,2,4.8,845,1120,20.5,SW,18,100,100,
TR,1997,197,1997-07-16,2,5.8,1520,1630,24,SW,1,0,100,
TR,1997,211,1997-07-30,2,6.3,905,1130,23,W,3,5,0,
TR,1997,224,1997-08-12,2,5.9,1305,1400,19.5,S,3,2,100,
TR,1997,238,1997-08-26,2,6.3,1245,1535,21.5,SW,5,5,20,
TR,1997,252,1997-09-09,2,4.8,1015,1235,18,NW,3,9,50,
TR,1997,266,1997-09-23,2,5.1,1417,1624,18,S,3,1,0,
TR,1997,281,1997-10-08,2,3.4,814,1022,18,SE,18,18,95,
TR,1997,296,1997-10-23,2,3.6,920,1145,,SE,5,3,50,
TR,1997,315,1997-11-11,2,2.7,951,1223,-1,NW,8,11,40,
TR,1998,16,1998-01-16,2,3.7,1025,1215,-4,SE,8,,100,1
TR,1998,51,1998-02-20,2,4.5,1055,1255,0,N,10,,100,1
TR,1998,79,1998-03-20,2,3.8,1000,1150,0,N,15,,5,1
TR,1998,111,1998-04-21,2,3,1343,1600,16,,0,0,50,
TR,1998,127,1998-05-07,2,5,911,1025,16,NE,18,10,70,
TR,1998,141,1998-05-21,2,5.4,955,1221,18,ENE,9,13,35,
TR,1998,155,1998-06-04,2,4.4,845,1020,11,N,18,20,80,
TR,1998,167,1998-06-16,2,6.3,840,1215,25,NE,3,1,45,
